date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million
2021-09-15,41702468,173419,153599.429,664652,2739,1961.714,123274.367,512.634,454.047,1964.741,8.097,5.799
2021-09-16,41861076,158608,152449,668145,3493,1999.571,123743.22,468.852,450.646,1975.067,10.325,5.911
2021-09-17,42071786,210710,148003,670599,2454,1998.571,124366.088,622.868,437.504,1982.321,7.254,5.908
2021-09-18,42148039,76253,145974.714,671609,1010,2023,124591.495,225.407,431.508,1985.306,2.986,5.98
2021-09-19,42194042,46003,145465.286,672013,404,2026.429,124727.482,135.987,430.002,1986.501,1.194,5.99
2021-09-20,42363459,169417,139992.571,674320,2307,2047.857,125228.286,500.804,413.824,1993.32,6.82,6.054
2021-09-21,42485279,121820,136604.286,676767,2447,2122,125588.392,360.105,403.808,2000.554,7.233,6.273
2021-09-22,42617011,131732,130649,679458,2691,2115.143,125977.798,389.406,386.204,2008.508,7.955,6.252
2021-09-23,42746045,129034,126424.143,682766,3308,2088.714,126359.228,381.43,373.715,2018.287,9.779,6.174
2021-09-24,42920691,174646,121272.143,685250,2484,2093,126875.489,516.261,358.486,2025.63,7.343,6.187
2021-09-25,42982541,61850,119214.571,686107,857,2071.143,127058.321,182.831,352.404,2028.163,2.533,6.122
2021-09-26,43038168,55627,120589.429,686699,592,2098,127222.757,164.436,356.468,2029.913,1.75,6.202
2021-09-27,43192103,153935,118377.714,688958,2259,2091.143,127677.795,455.039,349.93,2036.591,6.678,6.182
2021-09-28,43305244,113141,117137.857,691476,2518,2101.286,128012.245,334.45,346.265,2044.034,7.443,6.211
2021-09-29,43427243,121999,115747.429,694116,2640,2094,128372.88,360.635,342.155,2051.838,7.804,6.19
2021-09-30,43537331,110088,113040.857,696942,2826,2025.143,128698.305,325.425,334.154,2060.192,8.354,5.986
2021-10-01,43692240,154909,110221.286,699073,2131,1974.714,129156.223,457.918,325.819,2066.491,6.299,5.837
2021-10-02,43741994,49754,108493.286,699923,850,1973.714,129303.298,147.075,320.711,2069.004,2.513,5.834
2021-10-03,43788221,46227,107150.429,700466,543,1966.714,129439.947,136.649,316.741,2070.609,1.605,5.814
2021-10-04,43928817,140596,105244.857,702398,1932,1920,129855.555,415.608,311.109,2076.32,5.711,5.676
2021-10-05,44024296,95479,102721.714,704292,1894,1830.857,130137.795,282.24,303.65,2081.919,5.599,5.412
2021-10-06,44137149,112853,101415.143,706952,2660,1833.714,130471.394,333.599,299.788,2089.782,7.863,5.421
2021-10-07,44238182,101033,100121.571,709425,2473,1783.286,130770.052,298.658,295.964,2097.092,7.31,5.271
2021-10-08,44368813,130631,96653.286,711229,1804,1736.571,131156.203,386.151,285.711,2102.425,5.333,5.133
2021-10-09,44409129,40316,95305,711681,452,1679.714,131275.379,119.176,281.726,2103.761,1.336,4.965
2021-10-10,44450122,40993,94557.286,712175,494,1672.714,131396.556,121.177,279.516,2105.221,1.46,4.945
2021-10-11,44542988,92866,87738.714,713355,1180,1565.286,131671.072,274.516,259.36,2108.709,3.488,4.627
2021-10-12,44653932,110944,89948,715644,2289,1621.714,131999.027,327.955,265.89,2115.476,6.766,4.794
2021-10-13,44762343,108411,89313.429,718833,3189,1697.286,132319.495,320.468,264.015,2124.903,9.427,5.017
2021-10-14,44848468,86125,87183.714,721024,2191,1657,132574.085,254.589,257.719,2131.379,6.477,4.898
2021-10-15,44957315,108847,84071.714,722847,1823,1659.714,132895.841,321.757,248.52,2136.768,5.389,4.906
2021-10-16,44998664,41349,84219.286,723443,596,1680.286,133018.071,122.23,248.956,2138.53,1.762,4.967
2021-10-17,45031836,33172,83102,723923,480,1678.286,133116.129,98.058,245.653,2139.949,1.419,4.961
2021-10-18,45128489,96653,83643,725690,1767,1762.143,133401.839,285.711,247.252,2145.172,5.223,5.209
2021-10-19,45211087,82598,79593.571,727656,1966,1716,133646.003,244.163,235.282,2150.984,5.812,5.073
2021-10-20,45303406,92319,77294.714,730845,3189,1716,133918.902,272.899,228.487,2160.411,9.427,5.073
2021-10-21,45380679,77273,76030.143,732861,2016,1691,134147.324,228.422,224.749,2166.37,5.959,4.999
2021-10-22,45476647,95968,74190.286,734732,1871,1697.857,134431.01,283.686,219.31,2171.901,5.531,5.019
2021-10-23,45510922,34275,73179.714,735306,574,1694.714,134532.328,101.318,216.323,2173.598,1.697,5.01
2021-10-24,45531874,20952,71434,735586,280,1666.143,134594.263,61.935,211.162,2174.425,0.828,4.925
2021-10-25,45641364,109490,73267.857,737053,1467,1623.286,134917.921,323.657,216.583,2178.762,4.337,4.799
2021-10-26,45708985,67621,71128.286,738660,1607,1572,135117.812,199.891,210.258,2183.512,4.75,4.647
2021-10-27,45811516,102531,72587.143,740721,2061,1410.857,135420.898,303.086,214.571,2189.605,6.092,4.171
2021-10-28,45886041,74525,72194.571,742577,1856,1388,135641.197,220.299,213.41,2195.091,5.486,4.103
2021-10-29,45980877,94836,72032.857,744310,1733,1368.286,135921.536,280.339,212.932,2200.214,5.123,4.045
2021-10-30,46017134,36257,72316,744710,400,1343.429,136028.714,107.177,213.769,2201.396,1.182,3.971
2021-10-31,46051140,34006,74180.857,744968,258,1340.286,136129.237,100.523,219.282,2202.159,0.763,3.962
2021-11-01,46160993,109853,74232.714,746221,1253,1309.714,136453.967,324.73,219.435,2205.863,3.704,3.872
2021-11-02,46231021,70028,74576.571,747511,1290,1264.429,136660.973,207.006,220.452,2209.676,3.813,3.738
2021-11-03,46317787,86766,72324.429,749500,1989,1254.143,136917.458,256.484,213.794,2215.556,5.88,3.707
2021-11-04,46399029,81242,73284,750702,1202,1160.714,137157.613,240.155,216.631,2219.109,3.553,3.431
2021-11-05,46496162,97133,73612.143,752825,2123,1216.429,137444.742,287.13,217.601,2225.384,6.276,3.596
2021-11-06,46533424,37262,73755.714,753331,506,1231.571,137554.89,110.148,218.025,2226.88,1.496,3.641
2021-11-07,46572394,38970,74464.857,753562,231,1227.714,137670.087,115.197,220.121,2227.563,0.683,3.629
2021-11-08,46679724,107330,74104.429,754775,1213,1222,137987.36,317.272,219.056,2231.149,3.586,3.612
2021-11-09,46759632,79908,75515.857,756227,1452,1245.143,138223.571,236.212,223.228,2235.441,4.292,3.681
2021-11-10,46854876,95244,76727,757923,1696,1203.286,138505.117,281.546,226.808,2240.454,5.013,3.557
2021-11-11,46912415,57539,73340.857,758824,901,1160.286,138675.205,170.088,216.799,2243.118,2.663,3.43
2021-11-12,47056545,144130,80054.714,761276,2452,1207.286,139101.259,426.055,236.645,2250.366,7.248,3.569
2021-11-13,47102713,46168,81327,761875,599,1220.571,139237.734,136.475,240.406,2252.137,1.771,3.608
2021-11-14,47136584,33871,80598.571,762105,230,1220.429,139337.858,100.124,238.253,2252.817,0.68,3.608
2021-11-15,47267648,131064,83989.143,763390,1285,1230.714,139725.289,387.431,248.276,2256.615,3.799,3.638
2021-11-16,47355632,87984,85142.857,764712,1322,1212.143,139985.374,260.085,251.686,2260.523,3.908,3.583
2021-11-17,47468162,112530,87612.286,766380,1668,1208.143,140318.018,332.644,258.986,2265.454,4.931,3.571
2021-11-18,47576697,108535,94897.429,767716,1336,1270.286,140638.852,320.834,280.521,2269.403,3.949,3.755
2021-11-19,47702965,126268,92345.714,769485,1769,1172.714,141012.106,373.254,272.978,2274.632,5.229,3.467
2021-11-20,47750151,47186,92491.143,769960,475,1155,141151.59,139.484,273.408,2276.036,1.404,3.414
2021-11-21,47791646,41495,93580.286,770208,248,1157.571,141274.251,122.661,276.628,2276.769,0.733,3.422
2021-11-22,47932621,140975,94996.143,771458,1250,1152.571,141690.979,416.728,280.813,2280.464,3.695,3.407
2021-11-23,48024259,91638,95518.143,772818,1360,1158,141961.865,270.886,282.356,2284.485,4.02,3.423
2021-11-24,48135611,111352,95349.857,774517,1699,1162.429,142291.027,329.162,281.858,2289.507,5.022,3.436
2021-11-25,48172979,37368,85183.143,775002,485,1040.857,142401.488,110.461,251.805,2290.941,1.434,3.077
2021-11-26,48227663,54684,74956.857,775391,389,843.714,142563.137,161.648,221.576,2292.091,1.15,2.494
2021-11-27,48256058,28395,72272.429,775729,338,824.143,142647.074,83.937,213.641,2293.09,0.999,2.436
2021-11-28,48301138,45080,72784.571,776006,277,828.286,142780.332,133.259,215.154,2293.909,0.819,2.448
2021-11-29,48486312,185174,79098.714,777924,1918,923.714,143327.715,547.383,233.819,2299.578,5.67,2.731
2021-11-30,48603762,117450,82786.143,779569,1645,964.429,143674.902,347.187,244.72,2304.441,4.863,2.851
2021-12-01,48740707,136945,86442.286,781572,2003,1007.857,144079.718,404.816,255.527,2310.362,5.921,2.979
2021-12-02,48878903,138196,100846.286,785458,3886,1493.714,144488.231,408.514,298.106,2321.849,11.487,4.415
2021-12-03,49036842,157939,115597,787069,1611,1668.286,144955.106,466.875,341.71,2326.611,4.762,4.932
2021-12-04,49104759,67917,121243,787768,699,1719.857,145155.872,200.766,358.4,2328.678,2.066,5.084
2021-12-05,49161216,56457,122868.286,788180,412,1739.143,145322.761,166.889,363.204,2329.895,1.218,5.141
2021-12-06,49336287,175071,121425,789609,1429,1669.286,145840.279,517.518,358.938,2334.12,4.224,4.934
2021-12-07,49448608,112321,120692.286,791126,1517,1651,146172.305,332.026,356.772,2338.604,4.484,4.88
2021-12-08,49598018,149410,122473,792949,1823,1625.286,146613.968,441.663,362.036,2343.993,5.389,4.804
2021-12-09,49721792,123774,120412.714,794501,1552,1291.857,146979.849,365.882,355.945,2348.581,4.588,3.819
2021-12-10,49879294,157502,120350.286,796254,1753,1312.143,147445.432,465.583,355.761,2353.763,5.182,3.879
2021-12-11,49936917,57623,118879.714,796878,624,1301.429,147615.768,170.336,351.414,2355.607,1.845,3.847
2021-12-12,49990295,53378,118439.857,797248,370,1295.429,147773.556,157.788,350.114,2356.701,1.094,3.829
2021-12-13,50173676,183381,119627,798642,1394,1290.429,148315.639,542.082,353.623,2360.822,4.121,3.815
2021-12-14,50286896,113220,119755.429,800159,1517,1290.429,148650.322,334.683,354.002,2365.306,4.484,3.815
2021-12-15,50432610,145714,119227.429,802395,2236,1349.429,149081.059,430.737,352.442,2371.916,6.61,3.989
2021-12-16,50574622,142012,121832.857,803664,1269,1309,149500.853,419.794,360.143,2375.667,3.751,3.869
2021-12-17,50767232,192610,126848.286,805528,1864,1324.857,150070.217,569.364,374.969,2381.177,5.51,3.916
2021-12-18,50848778,81546,130265.857,806207,679,1332.714,150311.27,241.054,385.072,2383.184,2.007,3.94
2021-12-19,50939682,90904,135626.714,806527,320,1325.571,150579.987,268.716,400.919,2384.13,0.946,3.918
2021-12-20,51180918,241236,143891.714,808079,1552,1348.143,151293.091,713.104,425.35,2388.718,4.588,3.985
2021-12-21,51363066,182148,153738.571,809993,1914,1404.857,151831.529,538.438,454.458,2394.376,5.658,4.153
2021-12-22,51611054,247988,168349.143,814180,4187,1683.571,152564.592,733.064,497.648,2406.753,12.377,4.977
2021-12-23,51885200,274146,187225.429,815587,1407,1703.286,153374.98,810.388,553.447,2410.912,4.159,5.035
2021-12-24,52133412,248212,195168.571,816276,689,1535.429,154108.706,733.726,576.927,2412.948,2.037,4.539
2021-12-25,52221701,88289,196131.857,816518,242,1473,154369.692,260.986,579.775,2413.664,0.715,4.354
2021-12-26,52405623,183922,209420.143,816888,370,1480.143,154913.374,543.682,619.055,2414.758,1.094,4.375
2021-12-27,52911684,506061,247252.286,818734,1846,1522.143,156409.313,1495.939,730.889,2420.214,5.457,4.5
2021-12-28,53283789,372105,274389,821025,2291,1576,157509.272,1099.959,811.106,2426.987,6.772,4.659
2021-12-29,53795234,511445,312025.714,823393,2368,1316.143,159021.127,1511.854,922.362,2433.987,7,3.891
2021-12-30,54392717,597483,358216.714,824883,1490,1328,160787.313,1766.187,1058.905,2438.391,4.405,3.926
2021-12-31,54904650,511933,395891.143,825614,731,1334,162300.61,1513.297,1170.272,2440.552,2.161,3.943
2022-01-01,55096786,192136,410726.429,826015,401,1356.714,162868.573,567.963,1214.126,2441.737,1.185,4.011
2022-01-02,55393120,296334,426785.286,826421,406,1361.857,163744.549,875.977,1261.596,2442.938,1.2,4.026
2022-01-03,56436408,1043288,503532,828325,1904,1370.143,166828.555,3084.006,1488.463,2448.566,5.628,4.05
2022-01-04,57264557,828149,568681.143,830656,2331,1375.857,169276.601,2448.046,1681.047,2455.456,6.891,4.067
2022-01-05,57940792,676235,592222.571,832888,2232,1356.429,171275.582,1998.981,1750.637,2462.054,6.598,4.01
2022-01-06,58784349,843557,627376,834983,2095,1442.857,173769.174,2493.592,1854.552,2468.247,6.193,4.265
2022-01-07,59663935,879586,679897.857,837422,2439,1686.857,176369.27,2600.096,2009.809,2475.457,7.21,4.986
2022-01-08,60071714,407779,710704,838293,871,1754,177574.683,1205.413,2100.873,2478.032,2.575,5.185
2022-01-09,60565071,493357,738850.143,838912,619,1784.429,179033.069,1458.385,2184.074,2479.862,1.83,5.275
2022-01-10,61920311,1355240,783414.714,840966,2054,1805.857,183039.219,4006.15,2315.809,2485.933,6.072,5.338
2022-01-11,62705563,785252,777286.571,843488,2522,1833.143,185360.459,2321.24,2297.694,2493.388,7.455,5.419
2022-01-12,63560039,854476,802749.571,846337,2849,1921.286,187886.328,2525.869,2372.964,2501.81,8.422,5.679
2022-01-13,64424201,864162,805693.143,848897,2560,1987.714,190440.83,2554.502,2381.665,2509.378,7.567,5.876
2022-01-14,65303931,879730,805713.714,851693,2796,2038.714,193041.351,2600.521,2381.726,2517.643,8.265,6.027
2022-01-15,65720043,416112,806904.143,852701,1008,2058.286,194271.397,1230.046,2385.245,2520.622,2.98,6.084
2022-01-16,66206149,486106,805868.286,853463,762,2078.714,195708.348,1436.951,2382.183,2522.875,2.253,6.145
2022-01-17,66865518,659369,706458.143,854499,1036,1933.286,197657.473,1949.124,2088.322,2525.937,3.062,5.715
2022-01-18,67998281,1132763,756102.571,857239,2740,1964.429,201005.971,3348.498,2235.073,2534.037,8.1,5.807
2022-01-19,68909186,910905,764163.857,860719,3480,2054.571,203698.647,2692.676,2258.903,2544.324,10.287,6.073
2022-01-20,69638420,729234,744888.429,863650,2931,2107.571,205854.296,2155.648,2201.924,2552.988,8.664,6.23
2022-01-21,70465495,827075,737366.286,867040,3390,2192.429,208299.166,2444.871,2179.688,2563.009,10.021,6.481
2022-01-22,70773602,308107,721937,868070,1030,2195.571,209209.945,910.778,2134.078,2566.054,3.045,6.49
2022-01-23,71143671,370069,705360.286,868807,737,2192,210303.885,1093.941,2085.077,2568.232,2.179,6.48
2022-01-24,72054266,910595,741249.714,870987,2180,2355.429,212995.645,2691.76,2191.167,2574.677,6.444,6.963
2022-01-25,72546663,492397,649768.857,874143,3156,2414.857,214451.192,1455.548,1920.746,2584.006,9.329,7.138
2022-01-26,73224243,677580,616436.714,878010,3867,2470.143,216454.149,2002.957,1822.215,2595.437,11.431,7.302
2022-01-27,73727191,502948,584110.143,880631,2621,2425.857,217940.886,1486.737,1726.656,2603.185,7.748,7.171
2022-01-28,74340302,613111,553543.857,884722,4091,2526,219753.27,1812.384,1636.3,2615.278,12.093,7.467
2022-01-29,74521932,181630,535475.714,885932,1210,2551.714,220290.176,536.906,1582.89,2618.855,3.577,7.543
2022-01-30,74722417,200485,511249.429,886417,485,2515.714,220882.819,592.643,1511.276,2620.288,1.434,7.437
2022-01-31,75258993,536576,457818.143,889024,2607,2576.714,222468.962,1586.143,1353.331,2627.995,7.706,7.617
2022-02-01,75585279,326286,434088,892381,3357,2605.429,223433.478,964.516,1283.184,2637.918,9.923,7.702
2022-02-02,75913025,327746,384111.714,895969,3588,2565.571,224402.31,968.832,1135.451,2648.525,10.606,7.584
2022-02-03,76186316,273291,351303.571,898452,2483,2545.857,225210.17,807.86,1038.469,2655.864,7.34,7.526
2022-02-04,76541373,355057,314438.714,902574,4122,2550.286,226259.734,1049.564,929.495,2668.049,12.185,7.539
2022-02-05,76629306,87933,301053.429,903499,925,2509.571,226519.668,259.934,889.927,2670.784,2.734,7.418
2022-02-06,76714066,84760,284521.286,903965,466,2506.857,226770.223,250.554,841.058,2672.161,1.378,7.41
2022-02-07,77057478,343412,256926.429,906854,2889,2547.143,227785.364,1015.141,759.486,2680.701,8.54,7.529
2022-02-08,77271251,213773,240853.143,909855,3001,2496.286,228417.287,631.923,711.973,2689.572,8.871,7.379
2022-02-09,77458723,187472,220814,913191,3336,2460.286,228971.462,554.176,652.736,2699.434,9.861,7.273
2022-02-10,77629088,170365,206110.286,916442,3251,2570,229475.069,503.607,609.271,2709.044,9.61,7.597
2022-02-11,77837552,208464,185168.429,919145,2703,2367.286,230091.298,616.229,547.366,2717.034,7.99,6.998
2022-02-12,77890188,52636,180126,919967,822,2352.571,230246.892,155.594,532.461,2719.464,2.43,6.954
2022-02-13,77949257,59069,176455.857,920549,582,2369.143,230421.503,174.611,521.611,2721.184,1.72,7.003
2022-02-14,78116860,167603,151340.286,923731,3182,2411,230916.945,495.442,447.369,2730.59,9.406,7.127
2022-02-15,78227351,110491,136585.714,926338,2607,2354.714,231243.561,326.616,403.754,2738.297,7.706,6.961
2022-02-16,78341277,113926,126079.143,929521,3183,2332.857,231580.332,336.77,372.696,2747.706,9.409,6.896
2022-02-17,78441981,100704,116127.571,932473,2952,2290.143,231878.017,297.686,343.278,2756.432,8.726,6.77
2022-02-18,78585974,143993,106917.429,934976,2503,2261.571,232303.667,425.65,316.053,2763.831,7.399,6.685
2022-02-19,78617953,31979,103966.429,935662,686,2242.143,232398.198,94.531,307.329,2765.859,2.028,6.628
2022-02-20,78641459,23506,98886,936108,446,2222.714,232467.683,69.485,292.311,2767.177,1.318,6.57
2022-02-21,78721340,79881,86354.286,937024,916,1899,232703.815,236.132,255.267,2769.885,2.708,5.614
2022-02-22,78810520,89180,83309.857,939197,2173,1837,232967.435,263.62,246.268,2776.308,6.423,5.43
2022-02-23,78894652,84132,79053.571,942289,3092,1824,233216.133,248.698,233.686,2785.449,9.14,5.392
2022-02-24,78961122,66470,74163,945244,2955,1824.429,233412.621,196.488,219.229,2794.184,8.735,5.393
2022-02-25,79034812,73690,64119.714,947325,2081,1764.143,233630.452,217.831,189.541,2800.335,6.152,5.215
2022-02-26,79082531,47719,66368.286,948087,762,1775,233771.512,141.06,196.188,2802.588,2.253,5.247
2022-02-27,79101046,18515,65655.286,948312,225,1743.429,233826.243,54.731,194.08,2803.253,0.665,5.154
2022-02-28,79197946,96900,68086.571,950454,2142,1918.571,234112.684,286.441,201.267,2809.585,6.332,5.671
2022-03-01,79244352,46406,61976,952222,1768,1860.714,234249.862,137.178,183.204,2814.811,5.226,5.5
2022-03-02,79297428,53076,57539.429,954314,2092,1717.857,234406.757,156.895,170.089,2820.995,6.184,5.078
2022-03-03,79345884,48456,54966,956022,1708,1539.714,234549.995,143.238,162.482,2826.044,5.049,4.551
2022-03-04,79396586,50702,51682,957760,1738,1490.714,234699.872,149.877,152.774,2831.182,5.138,4.407
2022-03-05,79411792,15206,47037.286,958069,309,1426,234744.822,44.95,139.044,2832.095,0.913,4.215
2022-03-06,79424396,12604,46192.857,958283,214,1424.429,234782.08,37.258,136.548,2832.728,0.633,4.211
2022-03-07,79485932,61536,41140.857,959981,1698,1361,234963.983,181.903,121.614,2837.747,5.019,4.023
2022-03-08,79515394,29462,38720.286,961400,1419,1311.143,235051.074,87.091,114.459,2841.942,4.195,3.876
2022-03-09,79552427,37033,36428.429,963424,2024,1301.429,235160.545,109.471,107.684,2847.925,5.983,3.847
2022-03-10,79598198,45771,36044.857,965196,1772,1310.571,235295.846,135.301,106.55,2853.163,5.238,3.874
2022-03-11,79647053,48855,35781,966856,1660,1299.429,235440.264,144.418,105.77,2858.07,4.907,3.841
2022-03-12,79657521,10468,35104.143,967135,279,1295.143,235471.208,30.944,103.769,2858.894,0.825,3.829
2022-03-13,79668800,11279,34914.857,967328,193,1292.143,235504.549,33.341,103.21,2859.465,0.571,3.82
2022-03-14,79703333,34533,31057.286,968640,1312,1237,235606.63,102.081,91.807,2863.343,3.878,3.657
2022-03-15,79726839,23506,30206.429,969722,1082,1188.857,235676.115,69.485,89.292,2866.542,3.198,3.514
2022-03-16,79778092,51253,32237.857,971571,1849,1163.857,235827.621,151.506,95.297,2872.007,5.466,3.44
2022-03-17,79830117,52025,33131.286,973068,1497,1124.571,235981.409,153.788,97.938,2876.433,4.425,3.324
2022-03-18,79861838,31721,30683.571,973884,816,1004,236075.178,93.769,90.702,2878.845,2.412,2.968
2022-03-19,79872940,11102,30774.143,974169,285,1004.857,236107.996,32.818,90.97,2879.687,0.842,2.97
2022-03-20,79884594,11654,30827.714,974257,88,989.857,236142.446,34.45,91.128,2879.947,0.26,2.926
2022-03-21,79926065,41471,31818.857,975541,1284,985.857,236265.036,122.59,94.058,2883.743,3.796,2.914
2022-03-22,79947293,21228,31493.429,976316,775,942,236327.787,62.751,93.096,2886.034,2.291,2.785
2022-03-23,79987222,39929,29875.714,977957,1641,912.286,236445.819,118.032,88.314,2890.885,4.851,2.697
2022-03-24,80029323,42101,28458,978823,866,822.143,236570.271,124.452,84.123,2893.445,2.56,2.43
2022-03-25,80073767,44444,30275.571,979443,620,794.143,236701.65,131.378,89.496,2895.277,1.833,2.348
2022-03-26,80083453,9686,30073.286,979594,151,775,236730.282,28.632,88.898,2895.724,0.446,2.291
2022-03-27,80095473,12020,30125.571,979655,61,771.143,236765.814,35.532,89.053,2895.904,0.18,2.28
2022-03-28,80133181,37708,29588,980674,1019,733.286,236877.28,111.467,87.463,2898.916,3.012,2.168
2022-03-29,80156423,23242,29875.714,981662,988,763.714,236945.985,68.704,88.314,2901.837,2.921,2.258
2022-03-30,80194560,38137,29619.714,982831,1169,696.286,237058.719,112.735,87.557,2905.293,3.456,2.058
2022-03-31,80239054,44494,29961.571,983349,518,646.571,237190.246,131.526,88.568,2906.824,1.531,1.911
2022-04-01,80270211,31157,28063.429,984179,830,676.571,237282.347,92.101,82.957,2909.277,2.454,2
2022-04-02,80282239,12028,28398,984337,158,677.571,237317.902,35.555,83.946,2909.744,0.467,2.003
2022-04-03,80287227,4988,27393.429,984397,60,677.429,237332.647,14.745,80.976,2909.922,0.177,2.003
2022-04-04,80325352,38125,27453,984991,594,616.714,237445.346,112.699,81.152,2911.678,1.756,1.823
2022-04-05,80350324,24972,27700.143,985503,512,548.714,237519.165,73.818,81.883,2913.191,1.513,1.622
2022-04-06,80390249,39925,27955.571,986609,1106,539.714,237637.185,118.02,82.638,2916.46,3.269,1.595
2022-04-07,80439929,49680,28696.429,987466,857,588.143,237784.041,146.856,84.828,2918.994,2.533,1.739
2022-04-08,80513120,73191,34701.286,988082,616,557.571,238000.397,216.356,102.579,2920.815,1.821,1.648
2022-04-09,80526175,13055,34848,988251,169,559.143,238038.988,38.591,103.012,2921.314,0.5,1.653
2022-04-10,80535990,9815,35537.571,988281,30,554.857,238068.002,29.014,105.051,2921.403,0.089,1.64
2022-04-11,80574118,38128,35538,988607,326,516.571,238180.71,112.708,105.052,2922.367,0.964,1.527
2022-04-12,80609345,35227,37003,989210,603,529.571,238284.842,104.133,109.383,2924.149,1.782,1.565
2022-04-13,80665421,56076,39310.286,990145,935,505.143,238450.606,165.763,116.203,2926.913,2.764,1.493
2022-04-14,80713279,47858,39050,990887,742,488.714,238592.076,141.47,115.434,2929.106,2.193,1.445
2022-04-15,80747474,34195,33479.143,991327,440,463.571,238693.158,101.082,98.966,2930.407,1.301,1.37
2022-04-16,80760282,12808,33443.857,991381,54,447.143,238731.019,37.861,98.862,2930.567,0.16,1.322
2022-04-17,80768204,7922,33173.429,991392,11,444.429,238754.437,23.418,98.062,2930.599,0.033,1.314
2022-04-18,80827780,59576,36237.429,991635,243,432.571,238930.546,176.109,107.119,2931.318,0.718,1.279
2022-04-19,80866274,38494,36704.143,992089,454,411.286,239044.336,113.79,108.499,2932.66,1.342,1.216
2022-04-20,80934078,67804,38379.571,992983,894,405.429,239244.768,200.432,113.452,2935.302,2.643,1.198
2022-04-21,80994548,60470,40181.286,993396,413,358.429,239423.52,178.752,118.778,2936.523,1.221,1.06
2022-04-22,81083372,88824,47985.429,993906,510,368.429,239686.087,262.568,141.847,2938.031,1.508,1.089
2022-04-23,81103651,20279,49052.714,993974,68,370.429,239746.033,59.946,145.002,2938.232,0.201,1.095
2022-04-24,81117624,13973,49917.143,994006,32,373.429,239787.338,41.305,147.557,2938.326,0.095,1.104
2022-04-25,81185898,68274,51159.714,994270,264,376.429,239989.159,201.821,151.23,2939.107,0.78,1.113
2022-04-26,81231060,45162,52112.286,994593,323,357.714,240122.66,133.501,154.046,2940.062,0.955,1.057
2022-04-27,81320888,89828,55258.571,995379,786,342.286,240388.195,265.536,163.347,2942.385,2.323,1.012
2022-04-28,81398016,77128,57638.286,995809,430,344.714,240616.189,227.994,170.381,2943.656,1.271,1.019
2022-04-29,81459269,61253,53699.571,996215,406,329.857,240797.256,181.067,158.738,2944.856,1.2,0.975
2022-04-30,81483914,24645,54323.286,996347,132,339,240870.108,72.852,160.582,2945.246,0.39,1.002
2022-05-01,81501269,17355,54806.429,996370,23,337.714,240921.41,51.302,162.01,2945.314,0.068,0.998
2022-05-02,81595175,93906,58468.143,996661,291,341.571,241199,277.59,172.834,2946.175,0.86,1.01
2022-05-03,81645102,49927,59148.857,997114,453,360.143,241346.587,147.586,174.847,2947.514,1.339,1.065
2022-05-04,81757461,112359,62367.571,999066,1952,526.714,241678.725,332.138,184.361,2953.284,5.77,1.557
2022-05-05,81845792,88331,63968,999366,300,508.143,241939.835,261.11,189.092,2954.171,0.887,1.502
2022-05-06,81974855,129063,73655.143,999724,358,501.286,242321.351,381.516,217.728,2955.229,1.058,1.482
2022-05-07,82003543,28688,74232.714,999935,211,512.571,242406.154,84.803,219.435,2955.853,0.624,1.515
2022-05-08,82010141,6598,72696,999965,30,513.571,242425.658,19.504,214.893,2955.941,0.089,1.518
2022-05-09,82139360,129219,77740.714,1000215,250,507.714,242807.635,381.977,229.805,2956.68,0.739,1.501
2022-05-10,82210084,70724,80711.714,1000547,332,490.429,243016.699,209.063,238.587,2957.662,0.981,1.45
2022-05-11,82371125,161041,87666.286,1001220,673,307.714,243492.743,476.044,259.145,2959.651,1.989,0.91
2022-05-12,82476595,105470,90114.714,1001533,313,309.571,243804.517,311.774,266.383,2960.577,0.925,0.915
2022-05-13,82563857,87262,84143.143,1001734,201,287.143,244062.468,257.95,248.731,2961.171,0.594,0.849
2022-05-14,82581978,18121,82633.571,1001800,66,266.429,244116.034,53.566,244.269,2961.366,0.195,0.788
2022-05-15,82615099,33121,86422.571,1001837,37,267.429,244213.941,97.907,255.469,2961.475,0.109,0.791
2022-05-16,82792066,176967,93243.714,1002080,243,266.429,244737.064,523.122,275.633,2962.193,0.718,0.788
2022-05-17,82877537,85471,95350.429,1002481,401,276.286,244989.72,252.656,281.86,2963.379,1.185,0.817
2022-05-18,83081419,203882,101470.571,1003430,949,315.714,245592.404,602.684,299.952,2966.184,2.805,0.933
2022-05-19,83216894,135475,105757,1003787,357,322,245992.874,400.47,312.622,2967.239,1.055,0.952
2022-05-20,83365678,148784,114545.857,1004186,399,350.286,246432.686,439.812,338.603,2968.419,1.179,1.035
2022-05-21,83393781,28103,115971.857,1004281,95,354.429,246515.76,83.074,342.818,2968.7,0.281,1.048
2022-05-22,83407144,13363,113149.286,1004328,47,355.857,246555.262,39.502,334.474,2968.839,0.139,1.052
2022-05-23,83556192,149048,109160.857,1004572,244,356,246995.854,440.593,322.684,2969.56,0.721,1.052
2022-05-24,83640065,83873,108932.571,1004916,344,347.857,247243.787,247.932,322.01,2970.577,1.017,1.028
