date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million
2022-05-25,83850824,210759,109915,1005993,1077,366.143,247866.8,623.013,324.914,2973.76,3.184,1.082
2022-05-26,83986141,135317,109892.429,1006359,366,367.429,248266.803,400.003,324.847,2974.842,1.082,1.086
2022-05-27,84094143,108002,104066.429,1006883,524,385.286,248586.062,319.259,307.625,2976.391,1.549,1.139
2022-05-28,84108341,14198,102080,1006930,47,378.429,248628.032,41.97,301.753,2976.53,0.139,1.119
2022-05-29,84115400,7059,101179.429,1006947,17,374.143,248648.898,20.867,299.091,2976.581,0.05,1.106
2022-05-30,84177861,62461,88809.857,1006989,42,345.286,248833.536,184.638,262.526,2976.705,0.124,1.021
2022-05-31,84345196,167335,100733,1007356,367,348.571,249328.186,494.65,297.771,2977.79,1.085,1.03
2022-06-01,84574156,228960,103333.143,1008021,665,289.714,250005.002,676.816,305.457,2979.755,1.966,0.856
2022-06-02,84696290,122134,101449.857,1008360,339,285.857,250366.035,361.034,299.89,2980.757,1.002,0.845
2022-06-03,84853282,156992,108448.429,1008732,372,264.143,250830.111,464.075,320.578,2981.857,1.1,0.781
2022-06-04,84881339,28057,110428.286,1008916,184,283.714,250913.048,82.938,326.431,2982.401,0.544,0.839
2022-06-05,84897625,16286,111746.429,1008950,34,286.143,250961.191,48.142,330.327,2982.501,0.101,0.846
2022-06-06,85057367,159742,125643.714,1009228,278,319.857,251433.395,472.205,371.408,2983.323,0.822,0.946
2022-06-07,85144248,86881,114150.286,1009709,481,336.143,251690.219,256.824,337.433,2984.745,1.422,0.994
2022-06-08,85343168,198920,109858.857,1010883,1174,408.857,252278.236,588.016,324.748,2988.216,3.47,1.209
2022-06-09,85474795,131627,111215,1011204,321,406.286,252667.331,389.095,328.757,2989.164,0.949,1.201
2022-06-10,85581005,106210,103960.429,1011563,359,404.429,252981.292,313.962,307.312,2990.226,1.061,1.196
2022-06-11,85616240,35235,104985.857,1011680,117,394.857,253085.449,104.156,310.343,2990.571,0.346,1.167
2022-06-12,85634003,17763,105196.857,1011709,29,394.143,253137.957,52.508,310.967,2990.657,0.086,1.165
2022-06-13,85785762,151759,104056.429,1011980,271,393.143,253586.563,448.606,307.595,2991.458,0.801,1.162
2022-06-14,85875954,90192,104529.429,1012364,384,379.286,253853.175,266.612,308.994,2992.593,1.135,1.121
2022-06-15,86061117,185163,102564.143,1013066,702,311.857,254400.525,547.35,303.184,2994.669,2.075,0.922
2022-06-16,86190855,129738,102294.286,1013515,449,330.143,254784.036,383.511,302.387,2995.996,1.327,0.976
2022-06-17,86329702,138847,106956.714,1013832,317,324.143,255194.474,410.438,316.169,2996.933,0.937,0.958
2022-06-18,86347390,17688,104450,1013875,43,313.571,255246.761,52.287,308.759,2997.06,0.127,0.927
2022-06-19,86365453,18063,104492.857,1013929,54,317.143,255300.156,53.395,308.886,2997.22,0.16,0.937
2022-06-20,86461467,96014,96529.286,1014001,72,288.714,255583.978,283.822,285.345,2997.432,0.213,0.853
2022-06-21,86572847,111380,99556.143,1014480,479,302.286,255913.222,329.244,294.292,2998.848,1.416,0.894
2022-06-22,86758516,185669,99628.429,1015323,843,322.429,256462.068,548.846,294.506,3001.34,2.492,0.953
2022-06-23,86896914,138398,100865.571,1015716,393,314.429,256871.179,409.111,298.163,3002.502,1.162,0.929
2022-06-24,87014084,117170,97768.857,1016148,432,330.857,257217.538,346.36,289.009,3003.779,1.277,0.978
2022-06-25,87054997,40913,101086.714,1016311,163,348,257338.479,120.941,298.817,3004.261,0.482,1.029
2022-06-26,87077274,22277,101688.714,1016333,22,343.429,257404.331,65.852,300.596,3004.326,0.065,1.015
2022-06-27,87237516,160242,110864.143,1016631,298,375.714,257878.013,473.683,327.719,3005.207,0.881,1.111
2022-06-28,87335415,97899,108938.286,1017208,577,389.714,258167.407,289.394,322.026,3006.913,1.706,1.152
2022-06-29,87525691,190276,109596.429,1017914,706,370.143,258729.872,562.464,323.972,3008.999,2.087,1.094
2022-06-30,87693127,167436,113744.714,1017660,,,259224.82,494.948,336.234,3008.249,,
2022-07-01,87849981,156854,119413.857,1018157,497,323.286,259688.487,463.667,352.993,3009.718,1.469,0.956
2022-07-02,87870326,20345,116475.571,1018207,50,307.143,259748.628,60.141,344.307,3009.866,0.148,0.908
2022-07-03,87878770,8444,114499.429,1018214,7,305,259773.589,24.961,338.465,3009.886,0.021,0.902
2022-07-04,87955055,76285,102505.571,1018293,79,273.714,259999.091,225.502,303.011,3010.12,0.234,0.809
2022-07-05,88096970,141915,108793.571,1018755,462,257.286,260418.598,419.507,321.599,3011.486,1.366,0.761
2022-07-06,88297718,200748,110289.571,1019506,751,263.714,261012.018,593.42,326.021,3013.706,2.22,0.78
2022-07-07,88436560,138842,106204.714,1020596,1090,419.429,261422.441,410.423,313.946,3016.928,3.222,1.24
2022-07-08,88574292,137732,103473,1021078,482,417.286,261829.583,407.142,305.871,3018.352,1.425,1.234
2022-07-09,88603285,28993,104708.429,1021176,98,424.143,261915.288,85.705,309.523,3018.642,0.29,1.254
2022-07-10,88627819,24534,107007,1021207,31,427.571,261987.811,72.524,316.317,3018.734,0.092,1.264
2022-07-11,88829110,201291,124865,1021663,456,481.429,262582.837,595.025,369.107,3020.082,1.348,1.423
2022-07-12,88977353,148243,125769,1022243,580,498.286,263021.05,438.213,371.779,3021.796,1.715,1.473
2022-07-13,89182033,204680,126330.714,1023199,956,527.571,263626.093,605.043,373.439,3024.622,2.826,1.56
2022-07-14,89357195,175162,131519.286,1023593,394,428.143,264143.88,517.787,388.777,3025.787,1.165,1.266
2022-07-15,89510377,153182,133726.429,1024085,492,429.571,264596.692,452.813,395.301,3027.241,1.454,1.27
2022-07-16,89549585,39208,135185.714,1024156,71,425.714,264712.593,115.901,399.615,3027.451,0.21,1.258
2022-07-17,89579198,29613,135911.286,1024210,54,429,264800.13,87.537,401.76,3027.611,0.16,1.268
2022-07-18,89744480,165282,130767.143,1024648,438,426.429,265288.711,488.581,386.554,3028.905,1.295,1.261
2022-07-19,89861773,117293,126345.714,1025283,635,434.286,265635.435,346.723,373.484,3030.783,1.877,1.284
2022-07-20,90078534,216761,128071.571,1026169,886,424.286,266276.19,640.755,378.585,3033.402,2.619,1.254
2022-07-21,90253993,175459,128114,1026682,513,441.286,266794.855,518.665,378.711,3034.918,1.516,1.304
2022-07-22,90385393,131400,125002.286,1027232,550,449.571,267183.279,388.424,369.512,3036.544,1.626,1.329
2022-07-23,90411727,26334,123163.143,1027334,102,454,267261.124,77.844,364.076,3036.845,0.302,1.342
2022-07-24,90434975,23248,122253.857,1027366,32,450.857,267329.846,68.722,361.388,3036.94,0.095,1.333
2022-07-25,90624940,189965,125780,1027790,424,448.857,267891.391,561.545,371.811,3038.193,1.253,1.327
2022-07-26,90757158,132218,127912.143,1028342,552,437,268282.233,390.842,378.114,3039.825,1.632,1.292
2022-07-27,90997290,240132,131250.857,1029274,932,443.571,268992.074,709.841,387.983,3042.58,2.755,1.311
2022-07-28,91174342,177052,131478.429,1029699,425,431,269515.448,523.374,388.656,3043.836,1.256,1.274
2022-07-29,91333588,159246,135456.429,1030304,605,438.857,269986.186,470.738,400.415,3045.625,1.788,1.297
2022-07-30,91349613,16025,133983.714,1030355,51,431.571,270033.557,47.371,396.062,3045.776,0.151,1.276
2022-07-31,91362615,13002,132520,1030368,13,428.857,270071.991,38.434,391.735,3045.814,0.038,1.268
2022-08-01,91532791,170176,129693,1030935,567,449.286,270575.039,503.048,383.378,3047.49,1.676,1.328
2022-08-02,91623769,90978,123801.571,1031452,517,444.286,270843.974,268.935,365.963,3049.018,1.528,1.313
2022-08-03,91824491,200722,118171.571,1032507,1055,461.857,271437.317,593.343,349.32,3052.137,3.119,1.365
2022-08-04,92011626,187135,119612,1033170,663,495.857,271990.497,553.179,353.578,3054.097,1.96,1.466
2022-08-05,92117657,106031,112009.857,1033857,687,507.571,272303.929,313.432,331.106,3056.128,2.031,1.5
2022-08-06,92132641,14984,111861.143,1033928,71,510.429,272348.223,44.293,330.667,3056.338,0.21,1.509
2022-08-07,92145249,12608,111804.857,1033960,32,513.143,272385.492,37.27,330.5,3056.432,0.095,1.517
2022-08-08,92300928,155679,109733.857,1034456,496,503,272845.687,460.194,324.378,3057.898,1.466,1.487
2022-08-09,92400749,99821,110997.143,1035107,651,522.143,273140.762,295.075,328.113,3059.823,1.924,1.543
2022-08-10,92597280,196531,110398.429,1036020,913,501.857,273721.716,580.954,326.343,3062.522,2.699,1.484
2022-08-11,92760004,162724,106911.143,1036609,589,491.286,274202.736,481.019,316.034,3064.263,1.741,1.452
2022-08-12,92856748,96744,105584.429,1037226,617,481.286,274488.715,285.98,312.112,3066.087,1.824,1.423
2022-08-13,92940417,83669,115396.571,1037312,86,483.429,274736.045,247.329,341.117,3066.341,0.254,1.429
2022-08-14,92950162,9745,114987.571,1037329,17,481.286,274764.851,28.807,339.908,3066.391,0.05,1.423
2022-08-15,93073314,123152,110340.857,1037791,462,476.429,275128.894,364.043,326.173,3067.757,1.366,1.408
2022-08-16,93165199,91885,109207.143,1038311,520,457.714,275400.51,271.616,322.821,3069.294,1.537,1.353
2022-08-17,93302226,137027,100706.571,1039379,1068,479.857,275805.568,405.058,297.693,3072.451,3.157,1.418
2022-08-18,93451234,149008,98747.143,1040028,649,488.429,276246.043,440.474,291.901,3074.369,1.918,1.444
2022-08-19,93528874,77640,96018,1040592,564,480.857,276475.55,229.507,283.834,3076.037,1.667,1.421
2022-08-20,93539939,11065,85646,1040665,73,479,276508.259,32.709,253.173,3076.252,0.216,1.416
2022-08-21,93549727,9788,85652.143,1041453,788,589.143,276537.192,28.934,253.192,3078.582,2.329,1.742
2022-08-22,93678929,129202,86516.429,1041199,,,276919.119,381.927,255.746,3077.831,,
2022-08-23,93778275,99346,87582.286,1041820,621,537.571,277212.791,293.671,258.897,3079.667,1.836,1.589
2022-08-24,93930143,151868,89702.429,1042750,930,517.857,277661.719,448.929,265.164,3082.416,2.749,1.531
2022-08-25,94069675,139532,88348.714,1043400,650,518,278074.182,412.463,261.163,3084.337,1.921,1.531
2022-08-26,94190367,120692,94499,1044071,671,533.286,278430.953,356.771,279.343,3086.321,1.984,1.576
2022-08-27,94202131,11764,94598.857,1044142,71,533,278465.728,34.775,279.638,3086.531,0.21,1.576
2022-08-28,94210562,8431,94405,1044160,18,423,278490.65,24.922,279.065,3086.584,0.053,1.25
2022-08-29,94316783,106221,91122,1044635,475,490.857,278804.644,313.994,269.361,3087.988,1.404,1.451
2022-08-30,94392558,75775,87754.714,1045046,411,460.857,279028.639,223.994,259.407,3089.203,1.215,1.362
2022-08-31,94547079,154521,88133.714,1046536,1490,540.857,279485.41,456.771,260.527,3093.607,4.405,1.599
2022-09-01,94677704,130625,86861.286,1047253,717,550.429,279871.543,386.133,256.766,3095.727,2.119,1.627
2022-09-02,94742389,64685,78860.286,1047704,451,519,280062.755,191.212,233.115,3097.06,1.333,1.534
2022-09-03,94753778,11389,78806.714,1047771,67,518.429,280096.421,33.666,232.956,3097.258,0.198,1.532
2022-09-04,94761199,7421,78662.429,1047785,14,517.857,280118.358,21.937,232.53,3097.299,0.041,1.531
2022-09-05,94794803,33604,68288.571,1047874,89,462.714,280217.693,99.335,201.864,3097.563,0.263,1.368
2022-09-06,94907503,112700,73563.571,1048480,606,490.571,280550.839,333.146,217.457,3099.354,1.791,1.45
2022-09-07,95031545,124042,69209.429,1049260,780,389.143,280917.513,366.674,204.586,3101.66,2.306,1.15
2022-09-08,95138665,107120,65851.571,1049971,711,388.286,281234.164,316.652,194.66,3103.761,2.102,1.148
2022-09-09,95239479,100814,71012.857,1050475,504,395.857,281532.175,298.011,209.917,3105.251,1.49,1.17
2022-09-10,95249596,10117,70831.143,1050556,81,397.857,281562.081,29.906,209.38,3105.491,0.239,1.176
2022-09-11,95258583,8987,71054.857,1050577,21,398.857,281588.647,26.566,210.041,3105.553,0.062,1.179
2022-09-12,95328115,69532,76187.429,1051030,453,450.857,281794.187,205.54,225.213,3106.892,1.339,1.333
2022-09-13,95407843,79728,71477.143,1051558,528,439.714,282029.867,235.68,211.29,3108.453,1.561,1.3
2022-09-14,95511508,103665,68566.143,1052508,950,464,282336.305,306.438,202.685,3111.261,2.808,1.372
2022-09-15,95594874,83366,65172.714,1053203,695,461.714,282582.739,246.434,192.653,3113.315,2.054,1.365
2022-09-16,95651118,56244,58805.571,1053611,408,448,282748.999,166.26,173.832,3114.521,1.206,1.324
2022-09-17,95659658,8540,58580.286,1053669,58,444.714,282774.243,25.245,173.166,3114.693,0.171,1.315
2022-09-18,95665122,5464,58077,1053691,22,444.857,282790.395,16.152,171.678,3114.758,0.065,1.315
2022-09-19,95720932,55810,56116.714,1054081,390,435.857,282955.372,164.977,165.884,3115.911,1.153,1.288
2022-09-20,95790230,69298,54626.714,1054530,449,424.571,283160.22,204.848,161.479,3117.238,1.327,1.255
2022-09-21,95888676,98446,53881.143,1055496,966,426.857,283451.231,291.011,159.275,3120.094,2.856,1.262
2022-09-22,95969673,80997,53542.714,1056186,690,426.143,283690.661,239.431,158.275,3122.133,2.04,1.26
2022-09-23,96052985,83312,57409.571,1056584,398,424.714,283936.935,246.274,169.705,3123.31,1.177,1.255
2022-09-24,96062724,9739,57580.857,1056665,81,428,283965.724,28.789,170.212,3123.549,0.239,1.265
2022-09-25,96069446,6722,57760.571,1056683,18,427.429,283985.595,19.871,170.743,3123.602,0.053,1.263
2022-09-26,96115077,45631,56306.429,1057051,368,424.286,284120.482,134.887,166.444,3124.69,1.088,1.254
2022-09-27,96176125,61048,55127.857,1057503,452,424.714,284300.943,180.461,162.96,3126.026,1.336,1.255
2022-09-28,96263014,86889,53476.857,1058774,1271,468.286,284557.791,256.848,158.08,3129.783,3.757,1.384
2022-09-29,96347477,84463,53972,1059501,727,473.571,284807.467,249.676,159.544,3131.933,2.149,1.4
2022-09-30,96381080,33603,46870.714,1059820,319,462.286,284906.799,99.332,138.552,3132.875,0.943,1.367
2022-10-01,96389096,8016,46624.571,1059855,35,455.714,284930.495,23.696,137.824,3132.979,0.103,1.347
2022-10-02,96394972,5876,46503.714,1059872,17,455.571,284947.864,17.37,137.467,3133.029,0.05,1.347
2022-10-03,96436546,41574,45924.143,1060165,293,444.857,285070.759,122.895,135.754,3133.895,0.866,1.315
2022-10-04,96491956,55410,45118.714,1060670,505,452.429,285234.553,163.794,133.373,3135.388,1.493,1.337
2022-10-05,96563390,71434,42910.857,1061697,1027,417.571,285445.716,211.162,126.846,3138.424,3.036,1.234
2022-10-06,96624306,60916,39547,1062322,625,403,285625.786,180.07,116.903,3140.272,1.848,1.191
2022-10-07,96682648,58342,43081.143,1062722,400,414.571,285798.248,172.462,127.35,3141.454,1.182,1.225
2022-10-08,96690476,7828,43054.286,1062773,51,416.857,285821.387,23.14,127.27,3141.605,0.151,1.232
2022-10-09,96696098,5622,43018,1062785,12,416.143,285838.006,16.619,127.163,3141.64,0.035,1.23
2022-10-10,96719222,23124,40382.286,1062922,137,393.857,285906.362,68.356,119.372,3142.045,0.405,1.164
2022-10-11,96780107,60885,41164.429,1063531,609,408.714,286086.341,179.979,121.684,3143.845,1.8,1.208
2022-10-12,96844900,64793,40215.714,1064301,770,372,286277.872,191.531,118.879,3146.122,2.276,1.1
2022-10-13,96908442,63542,40590.857,1064895,594,367.571,286465.705,187.833,119.988,3147.877,1.756,1.087
2022-10-14,96935531,27089,36126.143,1065226,331,357.714,286545.781,80.076,106.79,3148.856,0.978,1.057
2022-10-15,96941617,6086,35877.286,1065268,42,356.429,286563.772,17.99,106.055,3148.98,0.124,1.054
2022-10-16,96948411,6794,36044.714,1065279,11,356.286,286583.855,20.083,106.55,3149.013,0.033,1.053
2022-10-17,96987416,39005,38313.429,1065616,337,384.857,286699.155,115.301,113.256,3150.009,0.996,1.138
2022-10-18,97031113,43697,35858,1066053,437,360.286,286828.326,129.17,105.998,3151.301,1.292,1.065
2022-10-19,97092664,61551,35394.857,1066763,710,351.714,287010.273,181.948,104.629,3153.399,2.099,1.04
2022-10-20,97150013,57349,34510.143,1067368,605,353.286,287179.799,169.526,102.014,3155.188,1.788,1.044
2022-10-21,97196141,46128,37230,1067949,581,389,287316.156,136.356,110.054,3156.905,1.717,1.15
2022-10-22,97201623,5482,37143.714,1067972,23,386.286,287332.361,16.205,109.798,3156.973,0.068,1.142
2022-10-23,97210254,8631,37406.143,1067984,12,386.429,287357.875,25.514,110.574,3157.009,0.035,1.142
2022-10-24,97249692,39438,37468,1068194,210,368.286,287474.455,116.58,110.757,3157.629,0.621,1.089
2022-10-25,97293511,43819,37485.429,1068629,435,368,287603.986,129.531,110.809,3158.915,1.286,1.088
2022-10-26,97365212,71701,38935.429,1069729,1100,423.714,287815.937,211.951,115.095,3162.167,3.252,1.253
2022-10-27,97424489,59277,39210.857,1070321,592,421.857,287991.163,175.225,115.909,3163.917,1.75,1.247
2022-10-28,97454858,30369,36959.571,1070513,192,366.286,288080.935,89.772,109.254,3164.484,0.568,1.083
2022-10-29,97463969,9111,37478,1070548,35,368,288107.867,26.933,110.787,3164.588,0.103,1.088
2022-10-30,97467403,3434,36735.571,1070557,9,367.571,288118.019,10.151,108.592,3164.615,0.027,1.087
2022-10-31,97512400,44997,37529.714,1070689,132,356.429,288251.032,133.013,110.94,3165.005,0.39,1.054
2022-11-01,97561412,49012,38271.571,1071134,445,357.857,288395.913,144.882,113.132,3166.32,1.315,1.058
2022-11-02,97635586,74174,38624.857,1071855,721,303.714,288615.175,219.262,114.177,3168.451,2.131,0.898
2022-11-03,97706335,70749,40263.714,1072500,645,311.286,288824.312,209.137,119.021,3170.358,1.907,0.92
2022-11-04,97745049,38714,41455.857,1072855,355,334.571,288938.753,114.44,122.545,3171.408,1.049,0.989
2022-11-05,97750330,5281,40908.714,1072887,32,334.143,288954.363,15.611,120.928,3171.502,0.095,0.988
2022-11-06,97758437,8107,41576.286,1072905,18,335.429,288978.328,23.965,122.901,3171.555,0.053,0.992
2022-11-07,97799168,40731,40966.857,1073039,134,335.714,289098.731,120.403,121.1,3171.951,0.396,0.992
2022-11-08,97830644,31476,38461.714,1073259,220,303.571,289191.775,93.044,113.695,3172.602,0.65,0.897
2022-11-09,97928132,97488,41792.286,1074166,907,330.143,289479.954,288.179,123.54,3175.283,2.681,0.976
2022-11-10,97994371,66239,41148,1074758,592,322.571,289675.76,195.805,121.635,3177.033,1.75,0.954
2022-11-11,98007549,13178,37500,1074814,56,279.857,289714.714,38.955,110.852,3177.198,0.166,0.827
2022-11-12,98012819,5270,37498.429,1074819,5,276,289730.293,15.578,110.847,3177.213,0.015,0.816
2022-11-13,98015460,2641,36717.571,1074832,13,275.286,289738.1,7.807,108.539,3177.252,0.038,0.814
2022-11-14,98065896,50436,38104,1075086,254,292.429,289887.191,149.091,112.637,3178.002,0.751,0.864
2022-11-15,98125807,59911,42166.143,1075488,402,318.429,290064.29,177.1,124.645,3179.191,1.188,0.941
2022-11-16,98210564,84757,40347.429,1076289,801,303.286,290314.836,250.545,119.269,3181.559,2.368,0.897
2022-11-17,98264556,53992,38597.857,1076817,528,294.143,290474.439,159.603,114.097,3183.119,1.561,0.869
2022-11-18,98320158,55602,44658.429,1077325,508,358.714,290638.801,164.362,132.012,3184.621,1.502,1.06
2022-11-19,98325144,4986,44617.857,1077348,23,361.286,290653.539,14.739,131.892,3184.689,0.068,1.068
2022-11-20,98329067,3923,44801,1077368,20,362.286,290665.136,11.597,132.434,3184.748,0.059,1.071
2022-11-21,98373658,44591,43966,1077579,211,356.143,290796.949,131.813,129.965,3185.372,0.624,1.053
2022-11-22,98429978,56320,43453,1078146,567,379.714,290963.433,166.484,128.449,3187.048,1.676,1.122
2022-11-23,98543430,113452,47552.286,1079132,986,406.143,291298.803,335.369,140.567,3189.963,2.915,1.201
2022-11-24,98559567,16137,42144.429,1079321,189,357.714,291346.504,47.702,124.581,3190.521,0.559,1.057
2022-11-25,98581865,22298,37386.714,1079475,154,307.143,291412.418,65.914,110.517,3190.977,0.455,0.908
2022-11-26,98585104,3239,37137.143,1079488,13,305.714,291421.993,9.575,109.779,3191.015,0.038,0.904
2022-11-27,98590991,5887,37417.714,1079499,11,304.429,291439.395,17.402,110.608,3191.048,0.033,0.9
2022-11-28,98653336,62345,39954,1079797,298,316.857,291623.69,184.295,118.106,3191.928,0.881,0.937
2022-11-29,98720782,67446,41543.429,1080209,412,294.714,291823.063,199.373,122.804,3193.146,1.218,0.871
2022-11-30,98833770,112988,41477.143,1080769,560,233.857,292157.061,333.998,122.608,3194.802,1.655,0.691
2022-12-01,98924061,90291,52070.571,1081455,686,304.857,292423.965,266.904,153.923,3196.83,2.028,0.901
2022-12-02,98988341,64280,58068,1081763,308,326.857,292613.98,190.015,171.652,3197.74,0.91,0.966
2022-12-03,98995337,6996,58604.714,1081791,28,329,292634.66,20.68,173.238,3197.823,0.083,0.973
2022-12-04,99000780,5443,58541.286,1081802,11,329,292650.75,16.09,173.051,3197.855,0.033,0.973
2022-12-05,99058448,57668,57873.143,1082023,221,318,292821.219,170.469,171.076,3198.509,0.653,0.94
2022-12-06,99153374,94926,61798.857,1082627,604,345.429,293101.824,280.606,182.68,3200.294,1.785,1.021
2022-12-07,99298854,145480,66440.571,1083632,1005,409,293531.87,430.045,196.401,3203.265,2.971,1.209
2022-12-08,99397861,99007,67685.714,1084521,889,438,293824.539,292.669,200.082,3205.893,2.628,1.295
2022-12-09,99434726,36865,63769.286,1084718,197,422.143,293933.514,108.975,188.505,3206.475,0.582,1.248
2022-12-10,99441739,7013,63771.714,1084744,26,421.857,293954.244,20.731,188.512,3206.552,0.077,1.247
2022-12-11,99447943,6204,63880.429,1084754,10,421.714,293972.584,18.339,188.833,3206.582,0.03,1.247
2022-12-12,99507181,59238,64104.714,1084978,224,422.143,294147.694,175.11,189.496,3207.244,0.662,1.248
2022-12-13,99600360,93179,63855.143,1085569,591,420.286,294423.135,275.441,188.759,3208.991,1.747,1.242
2022-12-14,99748407,148047,64221.857,1086448,879,402.286,294860.769,437.634,189.843,3211.589,2.598,1.189
2022-12-15,99860295,111888,66062,1087264,816,391.857,295191.515,330.746,195.282,3214.001,2.412,1.158
2022-12-16,99915077,54782,68621.571,1087686,422,424,295353.453,161.938,202.848,3215.249,1.247,1.253
2022-12-17,99921676,6599,68562.429,1087707,21,423.286,295372.96,19.507,202.674,3215.311,0.062,1.251
2022-12-18,99927267,5591,68474.857,1087718,11,423.429,295389.487,16.527,202.415,3215.343,0.033,1.252
2022-12-19,99987249,59982,68581.143,1087993,275,430.714,295566.796,177.309,202.729,3216.156,0.813,1.273
2022-12-20,100068446,81197,66869.429,1088567,574,428.286,295806.818,240.022,197.669,3217.853,1.697,1.266
2022-12-21,100240790,172344,70340.429,1089600,1033,450.286,296316.275,509.457,207.929,3220.907,3.054,1.331
2022-12-22,100336041,95251,67963.714,1090187,587,417.571,296597.841,281.566,200.904,3222.642,1.735,1.234
2022-12-23,100375136,39095,65722.714,1090380,193,384.857,296713.408,115.567,194.279,3223.212,0.571,1.138
2022-12-24,100381218,6082,65648.857,1090390,10,383.286,296731.386,17.979,194.061,3223.242,0.03,1.133
2022-12-25,100384151,2933,65269.143,1090396,6,382.571,296740.057,8.67,192.939,3223.26,0.018,1.131
2022-12-26,100396026,11875,58396.714,1090584,188,370.143,296775.16,35.103,172.623,3223.815,0.556,1.094
2022-12-27,100506128,110102,62526,1090932,348,337.857,297100.626,325.466,184.83,3224.844,1.029,0.999
2022-12-28,100612257,106129,53066.714,1091845,913,320.714,297414.348,313.722,156.868,3227.543,2.699,0.948
2022-12-29,100715582,103325,54220.143,1092758,913,367.286,297719.781,305.433,160.277,3230.242,2.699,1.086
2022-12-30,100753451,37869,54045,1092964,206,369.143,297831.724,111.942,159.759,3230.851,0.609,1.091
2022-12-31,100760963,7512,54249.286,1092977,13,369.571,297853.93,22.206,160.363,3230.889,0.038,1.092
2023-01-01,100763882,2919,54247.286,1092977,0,368.714,297862.558,8.629,160.357,3230.889,0,1.09
2023-01-02,100770536,6654,53501.429,1092982,5,342.571,297882.228,19.67,158.153,3230.904,0.015,1.013
2023-01-03,100856436,85900,50044,1094108,1126,453.714,298136.152,253.924,147.932,3234.232,3.329,1.341
2023-01-04,101044439,188003,61740.286,1095340,1232,499.286,298691.898,555.745,182.507,3237.874,3.642,1.476
2023-01-05,101172943,128504,65337.286,1096145,805,483.857,299071.761,379.864,193.14,3240.254,2.38,1.43
2023-01-06,101235080,62137,68804.143,1096489,344,503.571,299255.441,183.68,203.388,3241.271,1.017,1.489
2023-01-07,101239724,4644,68394.429,1096503,14,503.714,299269.169,13.728,202.177,3241.312,0.041,1.489
2023-01-08,101244321,4597,68634.143,1096503,,,299282.758,13.589,202.886,3241.312,,
